C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_54_915.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_54_915.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_54_915.jpg, 0, 0, 0, 7.797567E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_017.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_017.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_017.jpg, 0, 0, 0, 7.83237E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_121.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_121.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_121.jpg, 0, 0, 0, 7.839885E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_220.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_220.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_220.jpg, 0, 0, 0, 7.816235E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_323.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_323.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_323.jpg, 0, 0, 0, 7.818065E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_425.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_425.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_425.jpg, 0, 0, 0, 7.939379E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_528.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_528.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_528.jpg, 0, 0, 0, 7.855935E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_629.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_629.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_629.jpg, 0, 0, 0, 7.816788E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_731.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_731.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_731.jpg, 0, 0, 0, 7.875809E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_838.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_838.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_838.jpg, 0, 0, 0, 7.968549E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_55_942.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_55_942.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_55_942.jpg, 0, 0, 0, 7.941063E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_56_048.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_56_048.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_56_048.jpg, 0, 0, 0, 7.833818E-05
C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\center_2023_07_26_18_41_56_149.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\left_2023_07_26_18_41_56_149.jpg, C:\Users\dombr_nwji1sf\OneDrive\Documents\Programming\Python\SelfDrivingCarCourse\Udacity\Data\IMG\right_2023_07_26_18_41_56_149.jpg, 0, 0, 0, 8.170406E-05
